"Fecha","Random Int","Boolean"
"08/10/2022","1109","True"
"08/10/2022","4872","False"
"08/10/2022","6647","False"
"08/10/2022","9632","True"
"08/10/2022","1626","False"
"08/10/2022","1884","True"
"08/10/2022","6273","True"
"08/10/2022","6390","True"
"08/10/2022","6483","True"
"08/10/2022","3944","True"
"08/10/2022","5024","True"
"08/10/2022","7603","False"
"08/10/2022","148","True"
"08/10/2022","8831","True"
"08/10/2022","8603","True"
"08/10/2022","5122","True"
"08/10/2022","1099","True"
"08/10/2022","6891","True"
"08/10/2022","2225","True"
"08/10/2022","5527","False"
"08/10/2022","3550","False"
"08/10/2022","6360","True"
"08/10/2022","8132","False"
"08/10/2022","0","False"
"08/10/2022","7095","False"
"08/10/2022","3031","False"
"08/10/2022","4008","True"
"08/10/2022","4330","True"
"08/10/2022","857","False"
"08/10/2022","6464","True"
"08/10/2022","142","True"
"08/10/2022","2515","True"
"08/10/2022","1252","False"
"08/10/2022","7480","True"
"08/10/2022","5695","False"
"08/10/2022","9951","False"
"08/10/2022","4969","False"
"08/10/2022","4159","True"
"08/10/2022","6920","False"
"08/10/2022","4677","False"
"08/10/2022","1271","True"
"08/10/2022","6074","False"
"08/10/2022","2688","True"
"08/10/2022","7650","True"
"08/10/2022","208","False"
"08/10/2022","8985","False"
"08/10/2022","5169","True"
"08/10/2022","5536","True"
"08/10/2022","5856","False"
"08/10/2022","4713","False"
"08/10/2022","6025","True"
"08/10/2022","1984","False"
"08/10/2022","6171","False"
"08/10/2022","3432","True"
"08/10/2022","957","False"
"08/10/2022","5863","False"
"08/10/2022","3574","True"
"08/10/2022","8105","False"
"08/10/2022","7971","False"
"08/10/2022","7443","False"
"08/10/2022","2858","False"
"08/10/2022","3271","True"
"08/10/2022","7202","False"
"08/10/2022","5989","False"
"08/10/2022","5514","True"
"08/10/2022","2942","True"
"08/10/2022","2653","False"
"08/10/2022","4751","False"
"08/10/2022","2101","True"
"08/10/2022","4804","False"
"08/10/2022","8704","True"
"08/10/2022","1820","False"
"08/10/2022","6726","False"
"08/10/2022","474","False"
"08/10/2022","6731","False"
"08/10/2022","7833","False"
"08/10/2022","274","True"
"08/10/2022","4026","False"
"08/10/2022","9706","False"
"08/10/2022","4003","False"
"08/10/2022","1455","False"
"08/10/2022","3509","False"
"08/10/2022","5106","True"
"08/10/2022","6444","True"
"08/10/2022","7296","True"
"08/10/2022","2704","False"
"08/10/2022","9004","False"
"08/10/2022","5271","True"
"08/10/2022","7162","False"
"08/10/2022","2819","False"
"08/10/2022","6675","False"
"08/10/2022","9462","True"
"08/10/2022","6920","False"
"08/10/2022","6369","False"
"08/10/2022","7588","False"
"08/10/2022","936","True"
"08/10/2022","2335","True"
"08/10/2022","7963","True"
"08/10/2022","5116","True"
"08/10/2022","3848","False"
"08/10/2022","3315","True"
"08/10/2022","9215","True"
"08/10/2022","3828","False"
"08/10/2022","7558","True"
"08/10/2022","3088","True"
"08/10/2022","7524","True"
"08/10/2022","9715","True"
"08/10/2022","4266","False"
"08/10/2022","8933","True"
"08/10/2022","926","False"
"08/10/2022","1193","False"
"08/10/2022","4774","True"
"08/10/2022","3548","False"
"08/10/2022","3765","True"
"08/10/2022","1238","True"
"08/10/2022","8369","False"
"08/10/2022","8669","True"
"08/10/2022","402","True"
"08/10/2022","3516","False"
"08/10/2022","5288","False"
"08/10/2022","5036","True"
"08/10/2022","6686","False"
"08/10/2022","7833","True"
"08/10/2022","2751","True"
"08/10/2022","5307","True"
"08/10/2022","1413","True"
"08/10/2022","2793","True"
"08/10/2022","8032","False"
"08/10/2022","9030","True"
"08/10/2022","2510","False"
"08/10/2022","5977","False"
"08/10/2022","4557","True"
"08/10/2022","1257","False"
"08/10/2022","5155","False"
"08/10/2022","4524","False"
"08/10/2022","9484","True"
"08/10/2022","8923","False"
"08/10/2022","1573","False"
"08/10/2022","1456","True"
"08/10/2022","3766","True"
"08/10/2022","1577","True"
"08/10/2022","4727","False"
"08/10/2022","5589","False"
"08/10/2022","8155","True"
"08/10/2022","5567","True"
"08/10/2022","633","False"
"08/10/2022","5397","True"
"08/10/2022","1131","False"
"08/10/2022","3292","True"
"08/10/2022","6524","True"
"08/10/2022","9669","False"
"08/10/2022","7236","True"
"08/10/2022","1607","True"
"08/10/2022","4591","True"
"08/10/2022","320","False"
"08/10/2022","6783","False"
"08/10/2022","5996","True"
"08/10/2022","3533","False"
"08/10/2022","5199","True"
"08/10/2022","416","True"
"08/10/2022","9603","False"
"08/10/2022","2626","True"
"08/10/2022","1248","True"
"08/10/2022","4506","False"
"08/10/2022","8740","False"
"08/10/2022","5559","False"
"08/10/2022","868","False"
"08/10/2022","5853","False"
"08/10/2022","8943","True"
"08/10/2022","3745","True"
"08/10/2022","6841","True"
"08/10/2022","6667","True"
"08/10/2022","8219","False"
"08/10/2022","1350","True"
"08/10/2022","3653","False"
"08/10/2022","3320","False"
"08/10/2022","6544","True"
"08/10/2022","6748","False"
"08/10/2022","5581","False"
"08/10/2022","4818","False"
"08/10/2022","3242","True"
"08/10/2022","7648","False"
"08/10/2022","4389","False"
"08/10/2022","9509","True"
"08/10/2022","6340","True"
"08/10/2022","9603","False"
"08/10/2022","1985","False"
"08/10/2022","956","False"
"08/10/2022","488","True"
"08/10/2022","143","True"
"08/10/2022","5889","True"
"08/10/2022","6500","True"
"08/10/2022","2564","True"
"08/10/2022","3240","True"
"08/10/2022","7869","True"
"08/10/2022","4450","True"
"08/10/2022","6556","False"
"08/10/2022","1353","False"
"08/10/2022","8590","True"
"08/10/2022","8398","True"
"08/10/2022","1816","False"
"08/10/2022","4757","False"
"08/10/2022","3637","True"
"08/10/2022","9632","True"
"08/10/2022","1306","True"
"08/10/2022","407","False"
"08/10/2022","8747","True"
"08/10/2022","1123","True"
"08/10/2022","8917","False"
"08/10/2022","5038","False"
"08/10/2022","4624","False"
"08/10/2022","9054","True"
"08/10/2022","7480","False"
"08/10/2022","9749","True"
"08/10/2022","4165","True"
"08/10/2022","382","True"
"08/10/2022","1558","True"
"08/10/2022","5788","False"
"08/10/2022","7467","True"
"08/10/2022","7401","True"
"08/10/2022","1625","False"
"08/10/2022","3756","True"
"08/10/2022","2462","False"
"08/10/2022","2785","False"
"08/10/2022","8736","True"
"08/10/2022","982","False"
"08/10/2022","1520","True"
"08/10/2022","1081","False"
"08/10/2022","1290","True"
"08/10/2022","4264","False"
"08/10/2022","6887","False"
"08/10/2022","5142","True"
"08/10/2022","7976","False"
"08/10/2022","7727","False"
"08/10/2022","305","True"
"08/10/2022","8465","True"
"08/10/2022","3526","True"
"08/10/2022","8014","True"
"08/10/2022","4658","False"
"08/10/2022","6913","False"
"08/10/2022","6347","True"
"08/10/2022","1536","False"
"08/10/2022","8007","False"
"08/10/2022","5803","True"
"08/10/2022","9666","False"
"08/10/2022","1011","True"
"08/10/2022","2855","False"
"08/10/2022","828","True"
"08/10/2022","261","True"
"08/10/2022","1020","False"
"08/10/2022","6004","True"
"08/10/2022","3798","True"
"08/10/2022","1399","True"
"08/10/2022","4797","True"
"08/10/2022","6843","True"
"08/10/2022","6668","True"
"08/10/2022","9069","True"
"08/10/2022","6993","True"
"08/10/2022","4435","True"
"08/10/2022","9841","False"
"08/10/2022","3129","True"
"08/10/2022","9633","False"
"08/10/2022","6236","True"
"08/10/2022","3210","True"
"08/10/2022","7440","True"
"08/10/2022","989","False"
"08/10/2022","3813","False"
"08/10/2022","922","True"
"08/10/2022","5626","False"
"08/10/2022","9606","True"
"08/10/2022","3403","True"
"08/10/2022","3342","False"
"08/10/2022","1528","True"
"08/10/2022","8195","True"
"08/10/2022","1670","True"
"08/10/2022","2189","True"
"08/10/2022","5968","True"
"08/10/2022","4636","True"
"08/10/2022","9508","True"
"08/10/2022","7329","True"
"08/10/2022","3934","False"
"08/10/2022","9797","False"
"08/10/2022","9245","False"
"08/10/2022","6184","True"
"08/10/2022","8765","False"
"08/10/2022","4412","False"
"08/10/2022","3095","False"
"08/10/2022","9259","True"
"08/10/2022","2455","False"
"08/10/2022","9740","False"
"08/10/2022","3214","False"
"08/10/2022","7738","True"
"08/10/2022","3677","False"
"08/10/2022","9229","True"
"08/10/2022","6207","True"
"08/10/2022","1643","False"
"08/10/2022","7616","True"
"08/10/2022","907","False"
"08/10/2022","7448","True"
"08/10/2022","9528","False"
"08/10/2022","4225","True"
"08/10/2022","2746","True"
"08/10/2022","3045","True"
"08/10/2022","3179","True"
"08/10/2022","4001","False"
"08/10/2022","5700","True"
"08/10/2022","9825","False"
"08/10/2022","3304","True"
"08/10/2022","2881","True"
"08/10/2022","1659","True"
"08/10/2022","6169","True"
"08/10/2022","4685","False"
"08/10/2022","364","True"
"08/10/2022","6049","True"
"08/10/2022","9069","False"
"08/10/2022","1773","True"
"08/10/2022","7455","True"
"08/10/2022","7284","False"
"08/10/2022","5236","False"
"08/10/2022","8193","True"
"08/10/2022","3537","False"
"08/10/2022","7827","True"
"08/10/2022","6634","False"
"08/10/2022","6152","True"
"08/10/2022","3769","True"
"08/10/2022","4056","True"
"08/10/2022","3275","True"
"08/10/2022","4207","False"
"08/10/2022","1120","True"
"08/10/2022","4681","False"
"08/10/2022","8628","True"
"08/10/2022","4386","False"
"08/10/2022","9621","True"
"08/10/2022","9940","True"
"08/10/2022","5506","True"
"08/10/2022","2127","True"
"08/10/2022","7965","False"
"08/10/2022","6276","True"
"08/10/2022","2768","True"
"08/10/2022","5022","False"
"08/10/2022","5031","False"
"08/10/2022","3761","False"
"08/10/2022","5695","True"
"08/10/2022","8833","False"
"08/10/2022","1446","False"
"08/10/2022","5954","True"
"08/10/2022","5387","False"
"08/10/2022","1760","False"
"08/10/2022","3789","False"
"08/10/2022","4445","False"
"08/10/2022","5044","True"
"08/10/2022","440","True"
"08/10/2022","522","True"
"08/10/2022","2808","False"
"08/10/2022","3465","True"
"08/10/2022","3653","False"
"08/10/2022","1280","False"
"08/10/2022","7173","False"
"08/10/2022","8631","True"
"08/10/2022","2209","True"
"08/10/2022","3583","True"
"08/10/2022","3169","False"
"08/10/2022","6716","False"
"08/10/2022","5988","False"
"08/10/2022","3607","True"
"08/10/2022","1447","False"
"08/10/2022","4379","True"
"08/10/2022","1627","False"
"08/10/2022","91","True"
"08/10/2022","6508","False"
"08/10/2022","4695","True"
"08/10/2022","6812","False"
"08/10/2022","2994","True"
"08/10/2022","6080","True"
"08/10/2022","9565","True"
"08/10/2022","9653","False"
"08/10/2022","1004","True"
"08/10/2022","748","False"
"08/10/2022","3964","False"
"08/10/2022","4139","True"
"08/10/2022","4487","False"
"08/10/2022","6087","True"
"08/10/2022","9878","False"
"08/10/2022","5119","True"
"08/10/2022","2999","True"
"08/10/2022","1998","True"
"08/10/2022","279","True"
"08/10/2022","8812","True"
"08/10/2022","8940","False"
"08/10/2022","6501","True"
"08/10/2022","5999","True"
"08/10/2022","7307","True"
"08/10/2022","1471","True"
"08/10/2022","3691","True"
"08/10/2022","830","False"
"08/10/2022","8032","True"
"08/10/2022","7286","False"
"08/10/2022","8095","True"
"08/10/2022","2738","False"
"08/10/2022","1680","True"
"08/10/2022","7333","False"
"08/10/2022","147","False"
"08/10/2022","1509","True"
"08/10/2022","4548","False"
"08/10/2022","1107","True"
"08/10/2022","23","True"
"08/10/2022","5698","False"
"08/10/2022","3785","False"
"08/10/2022","2595","False"
"08/10/2022","9541","True"
"08/10/2022","4227","False"
"08/10/2022","6515","False"
"08/10/2022","4485","False"
"08/10/2022","4374","False"
"08/10/2022","482","False"
"08/10/2022","6312","False"
"08/10/2022","9742","False"
"08/10/2022","1288","False"
"08/10/2022","9264","False"
"08/10/2022","3013","False"
"08/10/2022","2143","False"
"08/10/2022","7638","True"
"08/10/2022","9441","True"
"08/10/2022","4325","False"
"08/10/2022","9890","True"
"08/10/2022","2846","True"
"08/10/2022","7658","False"
"08/10/2022","233","True"
"08/10/2022","8877","True"
"08/10/2022","4090","True"
"08/10/2022","954","False"
"08/10/2022","3652","True"
"08/10/2022","4743","False"
"08/10/2022","927","True"
"08/10/2022","8634","False"
"08/10/2022","3326","False"
"08/10/2022","5279","True"
"08/10/2022","6082","True"
"08/10/2022","6257","True"
"08/10/2022","7440","False"
"08/10/2022","7328","False"
"08/10/2022","2125","True"
"08/10/2022","7078","True"
"08/10/2022","8913","True"
"08/10/2022","4743","False"
"08/10/2022","6258","False"
"08/10/2022","8807","False"
"08/10/2022","5874","False"
"08/10/2022","6530","False"
"08/10/2022","7957","False"
"08/10/2022","6036","True"
"08/10/2022","3263","False"
"08/10/2022","6766","False"
"08/10/2022","6672","False"
"08/10/2022","1177","False"
"08/10/2022","4064","False"
"08/10/2022","402","True"
"08/10/2022","9324","True"
"08/10/2022","9269","False"
"08/10/2022","1133","False"
"08/10/2022","1536","True"
"08/10/2022","9831","True"
"08/10/2022","4505","True"
"08/10/2022","3089","True"
"08/10/2022","3279","True"
"08/10/2022","5374","True"
"08/10/2022","8832","True"
"08/10/2022","273","True"
"08/10/2022","805","False"
"08/10/2022","6643","True"
"08/10/2022","5470","False"
"08/10/2022","9211","False"
"08/10/2022","1674","False"
"08/10/2022","1788","True"
"08/10/2022","2705","True"
"08/10/2022","6596","True"
"08/10/2022","60","True"
"08/10/2022","6288","True"
"08/10/2022","5813","True"
"08/10/2022","6247","True"
"08/10/2022","3957","False"
"08/10/2022","3483","False"
"08/10/2022","7452","False"
"08/10/2022","5011","False"
"08/10/2022","6976","True"
"08/10/2022","2990","True"
"08/10/2022","9394","False"
"08/10/2022","6114","False"
"08/10/2022","8838","False"
"08/10/2022","6717","False"
"08/10/2022","926","True"
"08/10/2022","914","False"
"08/10/2022","1158","False"
"08/10/2022","4721","False"
"08/10/2022","1791","True"
"08/10/2022","2532","False"
"08/10/2022","7624","True"
"08/10/2022","5620","False"
"08/10/2022","10","False"
"08/10/2022","7359","True"
"08/10/2022","176","True"
"08/10/2022","8800","False"
"08/10/2022","7436","True"
"08/10/2022","2888","True"
"08/10/2022","5275","True"
"08/10/2022","8131","False"
"08/10/2022","8400","False"
"08/10/2022","2873","True"
"08/10/2022","6886","False"
"08/10/2022","9423","False"
"08/10/2022","9290","True"
"08/10/2022","3271","False"
"08/10/2022","5245","False"
"08/10/2022","6356","False"
"08/10/2022","9424","False"
"08/10/2022","4953","False"
"08/10/2022","3043","True"
"08/10/2022","2095","False"
"08/10/2022","6059","False"
"08/10/2022","1668","False"
"08/10/2022","3110","True"
"08/10/2022","6333","True"
"08/10/2022","8899","False"
"08/10/2022","4215","False"
"08/10/2022","4200","True"
"08/10/2022","9979","True"
"08/10/2022","1945","False"
"08/10/2022","4325","True"
"08/10/2022","3992","True"
"08/10/2022","2217","False"
"08/10/2022","3035","True"
"08/10/2022","4211","True"
"08/10/2022","895","True"
"08/10/2022","7166","False"
"08/10/2022","3942","True"
"08/10/2022","270","False"
"08/10/2022","8765","True"
"08/10/2022","9873","False"
"08/10/2022","6365","True"
"08/10/2022","1912","True"
"08/10/2022","1134","False"
"08/10/2022","3848","True"
"08/10/2022","1667","True"
"08/10/2022","8998","True"
"08/10/2022","4054","False"
"08/10/2022","4891","False"
"08/10/2022","4727","True"
"08/10/2022","3852","True"
"08/10/2022","9155","True"
"08/10/2022","8415","True"
"08/10/2022","4730","True"
"08/10/2022","6333","True"
"08/10/2022","1021","True"
"08/10/2022","8","True"
"08/10/2022","8277","True"
"08/10/2022","2940","False"
"08/10/2022","5486","True"
"08/10/2022","1456","True"
"08/10/2022","2643","False"
"08/10/2022","3432","True"
"08/10/2022","7943","False"
"08/10/2022","6946","True"
"08/10/2022","9545","False"
"08/10/2022","928","True"
"08/10/2022","3288","False"
"08/10/2022","6688","False"
"08/10/2022","2272","False"
"08/10/2022","3975","False"
"08/10/2022","1573","False"
"08/10/2022","7668","False"
"08/10/2022","1526","True"
"08/10/2022","1555","False"
"08/10/2022","5994","True"
"08/10/2022","3781","True"
"08/10/2022","7824","True"
"08/10/2022","4506","False"
"08/10/2022","2299","False"
"08/10/2022","41","False"
"08/10/2022","816","False"
"08/10/2022","9344","False"
"08/10/2022","1229","False"
"08/10/2022","8117","True"
"08/10/2022","8371","True"
"08/10/2022","2942","False"
"08/10/2022","8084","True"
"08/10/2022","2918","True"
"08/10/2022","779","False"
"08/10/2022","9070","False"
"08/10/2022","6023","False"
"08/10/2022","2443","False"
"08/10/2022","7922","False"
"08/10/2022","244","True"
"08/10/2022","2198","True"
"08/10/2022","5635","True"
"08/10/2022","9765","True"
"08/10/2022","888","False"
"08/10/2022","8316","False"
"08/10/2022","5457","False"
"08/10/2022","3023","False"
"08/10/2022","257","True"
"08/10/2022","9743","True"
"08/10/2022","6919","False"
"08/10/2022","9351","True"
"08/10/2022","6128","True"
"08/10/2022","9744","True"
"08/10/2022","2290","True"
"08/10/2022","2904","True"
"08/10/2022","2707","True"
"08/10/2022","7959","False"
"08/10/2022","8208","False"
"08/10/2022","7637","False"
"08/10/2022","8753","True"
"08/10/2022","4723","True"
"08/10/2022","1921","True"
"08/10/2022","7164","True"
"08/10/2022","4371","False"
"08/10/2022","5325","False"
"08/10/2022","6392","True"
"08/10/2022","2570","False"
"08/10/2022","7479","False"
"08/10/2022","815","True"
"08/10/2022","6487","True"
"08/10/2022","5988","False"
"08/10/2022","3399","True"
"08/10/2022","4449","False"
"08/10/2022","965","True"
"08/10/2022","314","False"
"08/10/2022","3564","True"
"08/10/2022","5388","False"
"08/10/2022","7522","False"
"08/10/2022","7914","False"
"08/10/2022","1814","True"
"08/10/2022","3742","True"
"08/10/2022","584","True"
"08/10/2022","3653","True"
"08/10/2022","9255","False"
"08/10/2022","3563","False"
"08/10/2022","4103","True"
"08/10/2022","131","True"
"08/10/2022","1163","True"
"08/10/2022","2890","False"
"08/10/2022","4056","False"
"08/10/2022","5438","True"
"08/10/2022","1904","True"
"08/10/2022","2449","False"
"08/10/2022","7909","True"
"08/10/2022","6320","False"
"08/10/2022","6345","True"
"08/10/2022","7104","True"
"08/10/2022","726","False"
"08/10/2022","2070","False"
"08/10/2022","8745","False"
"08/10/2022","6669","False"
"08/10/2022","200","False"
"08/10/2022","7030","True"
"08/10/2022","2587","False"
"08/10/2022","5169","True"
"08/10/2022","5286","True"
"08/10/2022","2025","True"
"08/10/2022","7337","False"
"08/10/2022","173","False"
"08/10/2022","5703","False"
"08/10/2022","7600","False"
"08/10/2022","602","False"
"08/10/2022","6274","False"
"08/10/2022","1998","False"
"08/10/2022","4413","False"
"08/10/2022","6670","False"
"08/10/2022","9344","False"
"08/10/2022","8420","False"
"08/10/2022","8613","True"
"08/10/2022","4898","True"
"08/10/2022","639","True"
"08/10/2022","3326","False"
"08/10/2022","2585","True"
"08/10/2022","3936","False"
"08/10/2022","2387","True"
"08/10/2022","4340","False"
"08/10/2022","3892","True"
"08/10/2022","255","False"
"08/10/2022","8924","False"
"08/10/2022","7992","False"
"08/10/2022","7769","False"
"08/10/2022","1961","True"
"08/10/2022","15","True"
"08/10/2022","6074","False"
"08/10/2022","1034","False"
"08/10/2022","1367","True"
"08/10/2022","5431","True"
"08/10/2022","3430","True"
"08/10/2022","7748","True"
"08/10/2022","2306","True"
"08/10/2022","2413","False"
"08/10/2022","4402","True"
"08/10/2022","9488","False"
"08/10/2022","651","True"
"08/10/2022","93","True"
"08/10/2022","7675","False"
"08/10/2022","5584","True"
"08/10/2022","9030","True"
"08/10/2022","7504","False"
"08/10/2022","1729","True"
"08/10/2022","1164","True"
"08/10/2022","9209","True"
"08/10/2022","4256","True"
"08/10/2022","5645","True"
"08/10/2022","3371","False"
"08/10/2022","8113","False"
"08/10/2022","5495","False"
"08/10/2022","2462","True"
"08/10/2022","8588","False"
"08/10/2022","5969","True"
"08/10/2022","5243","False"
"08/10/2022","4852","True"
"08/10/2022","6036","True"
"08/10/2022","7549","True"
"08/10/2022","4713","False"
"08/10/2022","5296","False"
"08/10/2022","5591","False"
"08/10/2022","9980","False"
"08/10/2022","4715","False"
"08/10/2022","5523","True"
"08/10/2022","170","False"
"08/10/2022","3103","True"
"08/10/2022","3735","False"
"08/10/2022","2416","True"
"08/10/2022","5541","True"
"08/10/2022","870","True"
"08/10/2022","5815","False"
"08/10/2022","129","False"
"08/10/2022","2906","False"
"08/10/2022","4725","True"
"08/10/2022","4802","True"
"08/10/2022","616","False"
"08/10/2022","2110","False"
"08/10/2022","2480","False"
"08/10/2022","4104","False"
"08/10/2022","7337","False"
"08/10/2022","5830","True"
"08/10/2022","8636","True"
"08/10/2022","3523","True"
"08/10/2022","9325","True"
"08/10/2022","7586","False"
"08/10/2022","4645","True"
"08/10/2022","7286","False"
"08/10/2022","5373","False"
"08/10/2022","8939","True"
"08/10/2022","74","True"
"08/10/2022","9871","False"
"08/10/2022","553","True"
"08/10/2022","3717","False"
"08/10/2022","8155","True"
"08/10/2022","8721","True"
"08/10/2022","9794","False"
"08/10/2022","9627","False"
"08/10/2022","1704","False"
"08/10/2022","5466","False"
"08/10/2022","5750","True"
"08/10/2022","100","False"
"08/10/2022","7868","False"
"08/10/2022","9728","True"
"08/10/2022","682","True"
"08/10/2022","1721","False"
"08/10/2022","2696","True"
"08/10/2022","2144","False"
"08/10/2022","4577","True"
"08/10/2022","5105","True"
"08/10/2022","8995","True"
"08/10/2022","5675","False"
"08/10/2022","4244","True"
"08/10/2022","9549","False"
"08/10/2022","3460","True"
"08/10/2022","6824","True"
"08/10/2022","592","False"
"08/10/2022","4340","False"
"08/10/2022","1544","True"
"08/10/2022","861","True"
"08/10/2022","3837","True"
"08/10/2022","2047","True"
"08/10/2022","1052","True"
"08/10/2022","7651","True"
"08/10/2022","8853","True"
"08/10/2022","1657","False"
"08/10/2022","7932","True"
"08/10/2022","7187","False"
"08/10/2022","5396","True"
"08/10/2022","1912","False"
"08/10/2022","241","False"
"08/10/2022","6440","True"
"08/10/2022","429","True"
"08/10/2022","7690","False"
"08/10/2022","8760","True"
"08/10/2022","1611","True"
"08/10/2022","2278","False"
"08/10/2022","4785","True"
"08/10/2022","5239","False"
"08/10/2022","2404","False"
"08/10/2022","8831","True"
"08/10/2022","941","True"
"08/10/2022","1747","False"
"08/10/2022","7401","False"
"08/10/2022","4529","False"
"08/10/2022","3481","True"
"08/10/2022","7098","True"
"08/10/2022","2170","False"
"08/10/2022","3353","True"
"08/10/2022","6399","True"
"08/10/2022","8838","False"
"08/10/2022","4168","True"
"08/10/2022","7554","True"
"08/10/2022","2251","False"
"08/10/2022","1767","False"
"08/10/2022","1085","False"
"08/10/2022","4331","False"
"08/10/2022","6703","True"
"08/10/2022","6465","True"
"08/10/2022","1692","False"
"08/10/2022","5207","True"
"08/10/2022","6089","True"
"08/10/2022","3816","True"
"08/10/2022","816","False"
"08/10/2022","5310","False"
"08/10/2022","834","False"
"08/10/2022","3982","True"
"08/10/2022","2540","True"
"08/10/2022","2295","False"
"08/10/2022","76","False"
"08/10/2022","828","True"
"08/10/2022","8227","False"
"08/10/2022","7133","True"
"08/10/2022","5362","False"
"08/10/2022","5257","True"
"08/10/2022","8468","True"
"08/10/2022","1492","False"
"08/10/2022","3758","True"
"08/10/2022","3443","False"
"08/10/2022","559","True"
"08/10/2022","8936","False"
"08/10/2022","3216","True"
"08/10/2022","8431","True"
"08/10/2022","5613","True"
"08/10/2022","9672","True"
"08/10/2022","5573","True"
"08/10/2022","6080","False"
"08/10/2022","1890","True"
"08/10/2022","1064","False"
"08/10/2022","5005","False"
"08/10/2022","8840","True"
"08/10/2022","3478","False"
"08/10/2022","8653","True"
"08/10/2022","2311","True"
"08/10/2022","3314","False"
"08/10/2022","5888","True"
"08/10/2022","4896","True"
"08/10/2022","7869","False"
"08/10/2022","105","True"
"08/10/2022","2703","True"
"08/10/2022","5358","True"
"08/10/2022","8611","True"
"08/10/2022","6918","False"
"08/10/2022","9850","True"
"08/10/2022","4586","True"
"08/10/2022","6878","False"
"08/10/2022","8379","False"
"08/10/2022","6623","True"
"08/10/2022","6385","True"
"08/10/2022","1502","False"
"08/10/2022","8575","False"
"08/10/2022","5034","True"
"08/10/2022","5721","True"
"08/10/2022","3962","False"
"08/10/2022","4763","True"
"08/10/2022","1619","True"
"08/10/2022","1995","False"
"08/10/2022","4979","True"
"08/10/2022","3247","True"
"08/10/2022","8276","True"
"08/10/2022","5885","False"
"08/10/2022","9384","True"
"08/10/2022","885","True"
"08/10/2022","1256","True"
"08/10/2022","4515","False"
"08/10/2022","9624","True"
"08/10/2022","8212","False"
"08/10/2022","9899","True"
"08/10/2022","2147","False"
"08/10/2022","753","True"
"08/10/2022","2645","True"
